,0,1,2
337,-84.0,7.0,1206037770000.0
338,-84.0,8.0,1159054620000.0
339,-84.0,9.0,1114260900000.0
340,-84.0,10.0,1072142680000.0
341,-84.0,11.0,1032988130000.0
342,-84.0,12.0,996934156000.0
343,-84.0,13.0,961433960000.0
344,-84.0,14.0,931478307000.0
345,-84.0,15.0,904478654000.0
346,-84.0,16.0,880277586000.0
347,-84.0,17.0,858693960000.0
348,-84.0,18.0,839533855000.0
349,-84.0,19.0,822597059000.0
350,-83.0,-30.0,1491968200000.0
351,-83.0,-29.0,1520027040000.0
352,-83.0,-28.0,1534690850000.0
353,-83.0,-27.0,1533070280000.0
354,-83.0,-26.0,1512999620000.0
355,-83.0,-25.0,1473569750000.0
356,-83.0,-24.0,1415581400000.0
357,-83.0,-23.0,1341765710000.0
358,-83.0,-22.0,1256636550000.0
359,-83.0,-21.0,1165967490000.0
360,-83.0,-20.0,1075994360000.0
361,-83.0,-19.0,992562643000.0
362,-83.0,-18.0,920494473000.0
363,-83.0,-17.0,863266341000.0
364,-83.0,-16.0,823047225000.0
365,-83.0,-15.0,800957465000.0
366,-83.0,-14.0,797366813000.0
367,-83.0,-13.0,812113134000.0
368,-83.0,-12.0,839027458000.0
369,-83.0,-11.0,887951000000.0
370,-83.0,-10.0,951232954000.0
371,-83.0,-9.0,1025781860000.0
372,-83.0,-8.0,1107475960000.0
373,-83.0,-7.0,1191385240000.0
374,-83.0,-6.0,1272224280000.0
375,-83.0,-5.0,1344943420000.0
376,-83.0,-4.0,1405296310000.0
377,-83.0,-3.0,1450253620000.0
378,-83.0,-2.0,1478190560000.0
379,-83.0,-1.0,1488840820000.0
380,-83.0,0.0,1483076400000.0
381,-83.0,1.0,1462561140000.0
382,-83.0,2.0,1429658660000.0
383,-83.0,3.0,1388858700000.0
384,-83.0,4.0,1343115360000.0
385,-83.0,5.0,1294715450000.0
386,-83.0,6.0,1245473010000.0
387,-83.0,7.0,1196775440000.0
388,-83.0,8.0,1149640250000.0
389,-83.0,9.0,1104778890000.0
390,-83.0,10.0,1062656870000.0
391,-83.0,11.0,1023544850000.0
392,-83.0,12.0,987566047000.0
393,-83.0,13.0,952126800000.0
394,-83.0,14.0,922281378000.0
395,-83.0,15.0,895395955000.0
396,-83.0,16.0,871308591000.0
397,-83.0,17.0,849834213000.0
398,-83.0,18.0,830775755000.0
399,-83.0,19.0,813931954000.0
400,-82.0,-30.0,1489639700000.0
401,-82.0,-29.0,1517583470000.0
402,-82.0,-28.0,1532231160000.0
403,-82.0,-27.0,1530680310000.0
404,-82.0,-26.0,1510753830000.0
405,-82.0,-25.0,1471540230000.0
406,-82.0,-24.0,1413851250000.0
407,-82.0,-23.0,1340443720000.0
408,-82.0,-22.0,1255856280000.0
409,-82.0,-21.0,1165882820000.0
410,-82.0,-20.0,1076762250000.0
411,-82.0,-19.0,994329887000.0
412,-82.0,-18.0,923355447000.0
413,-82.0,-17.0,867290513000.0
414,-82.0,-16.0,828265333000.0
415,-82.0,-15.0,807367016000.0
416,-82.0,-14.0,804936483000.0
417,-82.0,-13.0,820772209000.0
418,-82.0,-12.0,848553837000.0
419,-82.0,-11.0,898246509000.0
420,-82.0,-10.0,962007794000.0
421,-82.0,-9.0,1036660700000.0
422,-82.0,-8.0,1118021480000.0
423,-82.0,-7.0,1201134900000.0
424,-82.0,-6.0,1280746060000.0
425,-82.0,-5.0,1351874900000.0
426,-82.0,-4.0,1410376930000.0
427,-82.0,-3.0,1453336820000.0
428,-82.0,-2.0,1479241890000.0
429,-82.0,-1.0,1487920300000.0
430,-82.0,0.0,1480320880000.0
431,-82.0,1.0,1458150570000.0
432,-82.0,2.0,1424000550000.0
433,-82.0,3.0,1382317160000.0
434,-82.0,4.0,1335904040000.0
435,-82.0,5.0,1287007370000.0
436,-82.0,6.0,1237407760000.0
437,-82.0,7.0,1188463640000.0
438,-82.0,8.0,1141170240000.0
439,-82.0,9.0,1096218510000.0
440,-82.0,10.0,1054057430000.0
441,-82.0,11.0,1014944100000.0
442,-82.0,12.0,978991251000.0
443,-82.0,13.0,943565373000.0
444,-82.0,14.0,913776443000.0
445,-82.0,15.0,886952886000.0
446,-82.0,16.0,862928175000.0
447,-82.0,17.0,841513959000.0
448,-82.0,18.0,822510420000.0
449,-82.0,19.0,805714395000.0
450,-81.0,-30.0,1486770930000.0
451,-81.0,-29.0,1514735530000.0
452,-81.0,-28.0,1529551650000.0
453,-81.0,-27.0,1528301490000.0
454,-81.0,-26.0,1508787220000.0
455,-81.0,-25.0,1470074450000.0
456,-81.0,-24.0,1412960350000.0
457,-81.0,-23.0,1340194550000.0
458,-81.0,-22.0,1256320930000.0
459,-81.0,-21.0,1167133510000.0
460,-81.0,-20.0,1078869300000.0
461,-81.0,-19.0,997329666000.0
462,-81.0,-18.0,927295341000.0
463,-81.0,-17.0,872176091000.0
464,-81.0,-16.0,834088141000.0
465,-81.0,-15.0,814102020000.0
466,-81.0,-14.0,812534268000.0
467,-81.0,-13.0,829154329000.0
468,-81.0,-12.0,857501663000.0
469,-81.0,-11.0,907671896000.0
470,-81.0,-10.0,971652006000.0
471,-81.0,-9.0,1046199400000.0
472,-81.0,-8.0,1127088910000.0
473,-81.0,-7.0,1209363330000.0
474,-81.0,-6.0,1287796290000.0
475,-81.0,-5.0,1357477180000.0
476,-81.0,-4.0,1414348540000.0
477,-81.0,-3.0,1455587850000.0
478,-81.0,-2.0,1479768150000.0
479,-81.0,-1.0,1486792690000.0
480,-81.0,0.0,1477666410000.0
481,-81.0,1.0,1454125350000.0
482,-81.0,2.0,1418990850000.0
483,-81.0,3.0,1376584600000.0
484,-81.0,4.0,1329611540000.0
485,-81.0,5.0,1280285610000.0
486,-81.0,6.0,1230362120000.0
487,-81.0,7.0,1181177870000.0
488,-81.0,8.0,1133710410000.0
489,-81.0,9.0,1088637040000.0
490,-81.0,10.0,1046395090000.0
491,-81.0,11.0,1007231370000.0
492,-81.0,12.0,971250598000.0
493,-81.0,13.0,935785923000.0
494,-81.0,14.0,905996665000.0
495,-81.0,15.0,879179203000.0
496,-81.0,16.0,855162094000.0
497,-81.0,17.0,833756266000.0
498,-81.0,18.0,814758494000.0
499,-81.0,19.0,797965287000.0
500,-80.0,-30.0,1483334350000.0
501,-80.0,-29.0,1511459130000.0
502,-80.0,-28.0,1526635560000.0
503,-80.0,-27.0,1525926990000.0
504,-80.0,-26.0,1507102430000.0
505,-80.0,-25.0,1469186570000.0
506,-80.0,-24.0,1412933620000.0
507,-80.0,-23.0,1341052940000.0
508,-80.0,-22.0,1258063400000.0
509,-80.0,-21.0,1169742230000.0
510,-80.0,-20.0,1082307050000.0
511,-80.0,-19.0,1001569580000.0
512,-80.0,-18.0,932288791000.0
513,-80.0,-17.0,877876937000.0
514,-80.0,-16.0,840447427000.0
515,-80.0,-15.0,821068694000.0
516,-80.0,-14.0,820049478000.0
517,-80.0,-13.0,837131895000.0
518,-80.0,-12.0,865727218000.0
519,-80.0,-11.0,916077609000.0
520,-80.0,-10.0,980015186000.0
521,-80.0,-9.0,1054260260000.0
522,-80.0,-8.0,1134564870000.0
523,-80.0,-7.0,1215980900000.0
524,-80.0,-6.0,1293319800000.0
525,-80.0,-5.0,1361730860000.0
526,-80.0,-4.0,1417225440000.0
527,-80.0,-3.0,1457050480000.0
528,-80.0,-2.0,1479840630000.0
529,-80.0,-1.0,1485548550000.0
530,-80.0,0.0,1475218110000.0
531,-80.0,1.0,1450598470000.0
532,-80.0,2.0,1414729960000.0
533,-80.0,3.0,1371756040000.0
534,-80.0,4.0,1324327370000.0
535,-80.0,5.0,1274633780000.0
536,-80.0,6.0,1224411970000.0
537,-80.0,7.0,1174986030000.0
538,-80.0,8.0,1127322750000.0
539,-80.0,9.0,1082089870000.0
540,-80.0,10.0,1039718550000.0
541,-80.0,11.0,1000449770000.0
542,-80.0,12.0,964382360000.0
543,-80.0,13.0,928822133000.0
544,-80.0,14.0,898972254000.0
545,-80.0,15.0,872100790000.0
546,-80.0,16.0,848036299000.0
547,-80.0,17.0,826583745000.0
548,-80.0,18.0,807541473000.0
549,-80.0,19.0,790703571000.0
550,-79.0,-30.0,1479300740000.0
551,-79.0,-29.0,1507725670000.0
552,-79.0,-28.0,1523457060000.0
553,-79.0,-27.0,1523537810000.0
554,-79.0,-26.0,1505689730000.0
555,-79.0,-25.0,1468874880000.0
556,-79.0,-24.0,1413775100000.0
557,-79.0,-23.0,1343029640000.0
558,-79.0,-22.0,1261099290000.0
559,-79.0,-21.0,1173722370000.0
560,-79.0,-20.0,1087099440000.0
561,-79.0,-19.0,1007039020000.0
562,-79.0,-18.0,938311877000.0
563,-79.0,-17.0,884349010000.0
564,-79.0,-16.0,847281521000.0
565,-79.0,-15.0,828187935000.0
566,-79.0,-14.0,827377189000.0
567,-79.0,-13.0,844583272000.0
568,-79.0,-12.0,873107423000.0
569,-79.0,-11.0,923330544000.0
570,-79.0,-10.0,986967704000.0
571,-79.0,-9.0,1060721000000.0
572,-79.0,-8.0,1140343570000.0
573,-79.0,-7.0,1220905400000.0
574,-79.0,-6.0,1297263890000.0
575,-79.0,-5.0,1364613660000.0
576,-79.0,-4.0,1419013780000.0
577,-79.0,-3.0,1457759190000.0
578,-79.0,-2.0,1479515570000.0
579,-79.0,-1.0,1484263000000.0
580,-79.0,0.0,1473064470000.0
581,-79.0,1.0,1447671100000.0
582,-79.0,2.0,1411304000000.0
583,-79.0,3.0,1367916150000.0
584,-79.0,4.0,1320132150000.0
585,-79.0,5.0,1270127130000.0
586,-79.0,6.0,1219628370000.0
587,-79.0,7.0,1169953910000.0
588,-79.0,8.0,1122065970000.0
589,-79.0,9.0,1076631110000.0
590,-79.0,10.0,1034076950000.0
591,-79.0,11.0,994642559000.0
592,-79.0,12.0,958424416000.0
593,-79.0,13.0,922708410000.0
594,-79.0,14.0,892734669000.0
595,-79.0,15.0,865748124000.0
596,-79.0,16.0,841574842000.0
597,-79.0,17.0,820020707000.0
598,-79.0,18.0,800880853000.0
599,-79.0,19.0,783948382000.0
600,-78.0,-30.0,1474635100000.0
601,-78.0,-29.0,1503498470000.0
602,-78.0,-28.0,1519981040000.0
603,-78.0,-27.0,1521099600000.0
604,-78.0,-26.0,1504522140000.0
605,-78.0,-25.0,1469121300000.0
606,-78.0,-24.0,1415478120000.0
607,-78.0,-23.0,1346127000000.0
608,-78.0,-22.0,1265435540000.0
609,-78.0,-21.0,1179085180000.0
610,-78.0,-20.0,1093251830000.0
611,-78.0,-19.0,1013733920000.0
612,-78.0,-18.0,945351033000.0
613,-78.0,-17.0,891563278000.0
614,-78.0,-16.0,854541861000.0
615,-78.0,-15.0,835392176000.0
616,-78.0,-14.0,834437906000.0
617,-78.0,-13.0,851411796000.0
618,-78.0,-12.0,879525167000.0
619,-78.0,-11.0,929311162000.0
620,-78.0,-10.0,992391725000.0
621,-78.0,-9.0,1065472750000.0
622,-78.0,-8.0,1144327500000.0
623,-78.0,-7.0,1224062010000.0
624,-78.0,-6.0,1299571670000.0
625,-78.0,-5.0,1366090710000.0
626,-78.0,-4.0,1419707020000.0
627,-78.0,-3.0,1457729310000.0
628,-78.0,-2.0,1478830590000.0
629,-78.0,-1.0,1482990680000.0
630,-78.0,0.0,1471273240000.0
631,-78.0,1.0,1445430560000.0
632,-78.0,2.0,1408783090000.0
633,-78.0,3.0,1365135070000.0
634,-78.0,4.0,1317096000000.0
635,-78.0,5.0,1266833820000.0
636,-78.0,6.0,1216075660000.0
637,-78.0,7.0,1166141030000.0
638,-78.0,8.0,1117996580000.0
639,-78.0,9.0,1072311630000.0
640,-78.0,10.0,1029516560000.0
641,-78.0,11.0,989852140000.0
642,-78.0,12.0,953416679000.0
643,-78.0,13.0,917481652000.0
644,-78.0,14.0,887315956000.0
645,-78.0,15.0,860148990000.0
646,-78.0,16.0,835805708000.0
647,-78.0,17.0,814090879000.0
648,-78.0,18.0,794799112000.0
649,-78.0,19.0,777722528000.0
650,-77.0,-30.0,1469299690000.0
651,-77.0,-29.0,1498733610000.0
652,-77.0,-28.0,1516159110000.0
653,-77.0,-27.0,1518566240000.0
654,-77.0,-26.0,1503555490000.0
655,-77.0,-25.0,1469890300000.0
656,-77.0,-24.0,1418017240000.0
657,-77.0,-23.0,1350327070000.0
658,-77.0,-22.0,1271065350000.0
659,-77.0,-21.0,1185824770000.0
660,-77.0,-20.0,1100746330000.0
661,-77.0,-19.0,1021655710000.0
662,-77.0,-18.0,953396298000.0
663,-77.0,-17.0,899500212000.0
664,-77.0,-16.0,862196793000.0
665,-77.0,-15.0,842632528000.0
666,-77.0,-14.0,841165308000.0
667,-77.0,-13.0,857539740000.0
668,-77.0,-12.0,884892041000.0
669,-77.0,-11.0,933925683000.0
670,-77.0,-10.0,996191437000.0
671,-77.0,-9.0,1068421870000.0
672,-77.0,-8.0,1146431730000.0
673,-77.0,-7.0,1225374700000.0
674,-77.0,-6.0,1300184690000.0
675,-77.0,-5.0,1366121640000.0
676,-77.0,-4.0,1419280650000.0
677,-77.0,-3.0,1456956110000.0
678,-77.0,-2.0,1477797870000.0
679,-77.0,-1.0,1481760960000.0
680,-77.0,0.0,1469886890000.0
681,-77.0,1.0,1443923490000.0
682,-77.0,2.0,1407218880000.0
683,-77.0,3.0,1363469140000.0
684,-77.0,4.0,1315276190000.0
685,-77.0,5.0,1264812030000.0
686,-77.0,6.0,1213810340000.0
687,-77.0,7.0,1163603210000.0
688,-77.0,8.0,1115166870000.0
689,-77.0,9.0,1069180650000.0
690,-77.0,10.0,1026083130000.0
691,-77.0,11.0,986121306000.0
692,-77.0,12.0,949396046000.0
693,-77.0,13.0,913176134000.0
694,-77.0,14.0,882747834000.0
695,-77.0,15.0,855332880000.0
696,-77.0,16.0,830754652000.0
697,-77.0,17.0,808819360000.0
698,-77.0,18.0,789318730000.0
699,-77.0,19.0,772045210000.0
700,-76.0,-30.0,1463252550000.0
701,-76.0,-29.0,1493379840000.0
702,-76.0,-28.0,1511932170000.0
703,-76.0,-27.0,1515873370000.0
704,-76.0,-26.0,1502723570000.0
705,-76.0,-25.0,1471120930000.0
706,-76.0,-24.0,1421339660000.0
707,-76.0,-23.0,1355593290000.0
708,-76.0,-22.0,1277965630000.0
709,-76.0,-21.0,1193940090000.0
710,-76.0,-20.0,1109605350000.0
711,-76.0,-19.0,1030808140000.0
712,-76.0,-18.0,962453438000.0
713,-76.0,-17.0,908155879000.0
714,-76.0,-16.0,870228099000.0
715,-76.0,-15.0,849882513000.0
716,-76.0,-14.0,847520924000.0
717,-76.0,-13.0,862911660000.0
718,-76.0,-12.0,889153061000.0
719,-76.0,-11.0,937106080000.0
720,-76.0,-10.0,998291145000.0
721,-76.0,-9.0,1069490570000.0
722,-76.0,-8.0,1146579450000.0
723,-76.0,-7.0,1224769400000.0
