,0,1,2
724,-76.0,-6.0,1299034670000.0
725,-76.0,-5.0,1364649050000.0
726,-76.0,-4.0,1417689560000.0
727,-76.0,-3.0,1455409070000.0
728,-76.0,-2.0,1476403920000.0
729,-76.0,-1.0,1480574370000.0
730,-76.0,0.0,1468920370000.0
731,-76.0,1.0,1443172450000.0
732,-76.0,2.0,1406642420000.0
733,-76.0,3.0,1362957040000.0
734,-76.0,4.0,1314718880000.0
735,-76.0,5.0,1264110270000.0
736,-76.0,6.0,1212884060000.0
737,-76.0,7.0,1162391320000.0
738,-76.0,8.0,1113626510000.0
739,-76.0,9.0,1067286590000.0
740,-76.0,10.0,1023822730000.0
741,-76.0,11.0,983491740000.0
742,-76.0,12.0,946403803000.0
743,-76.0,13.0,909828686000.0
744,-76.0,14.0,879064973000.0
745,-76.0,15.0,851330662000.0
746,-76.0,16.0,826451558000.0
747,-76.0,17.0,804231512000.0
748,-76.0,18.0,784463954000.0
749,-76.0,19.0,766939234000.0
750,-75.0,-30.0,1456448210000.0
751,-75.0,-29.0,1487376480000.0
752,-75.0,-28.0,1507227600000.0
753,-75.0,-27.0,1512938670000.0
754,-75.0,-26.0,1501944090000.0
755,-75.0,-25.0,1472729840000.0
756,-75.0,-24.0,1425374710000.0
757,-75.0,-23.0,1361869280000.0
758,-75.0,-22.0,1286100620000.0
759,-75.0,-21.0,1203407030000.0
760,-75.0,-20.0,1119820970000.0
761,-75.0,-19.0,1041203460000.0
762,-75.0,-18.0,972537201000.0
763,-75.0,-17.0,917546009000.0
764,-75.0,-16.0,878646067000.0
765,-75.0,-15.0,857142002000.0
766,-75.0,-14.0,853493088000.0
767,-75.0,-13.0,867513270000.0
768,-75.0,-12.0,892266021000.0
769,-75.0,-11.0,938808902000.0
770,-75.0,-10.0,998639731000.0
771,-75.0,-9.0,1068618740000.0
772,-75.0,-8.0,1144703290000.0
773,-75.0,-7.0,1222173520000.0
774,-75.0,-6.0,1296047410000.0
775,-75.0,-5.0,1361598220000.0
776,-75.0,-4.0,1414865090000.0
777,-75.0,-3.0,1453029720000.0
778,-75.0,-2.0,1474601940000.0
779,-75.0,-1.0,1479398920000.0
780,-75.0,0.0,1468356230000.0
781,-75.0,1.0,1443170480000.0
782,-75.0,2.0,1407062110000.0
783,-75.0,3.0,1363619870000.0
784,-75.0,4.0,1315453530000.0
785,-75.0,5.0,1264767340000.0
786,-75.0,6.0,1213339800000.0
787,-75.0,7.0,1162550440000.0
788,-75.0,8.0,1113422690000.0
789,-75.0,9.0,1066675270000.0
790,-75.0,10.0,1022778610000.0
791,-75.0,11.0,982006039000.0
792,-75.0,12.0,944478093000.0
793,-75.0,13.0,907476206000.0
794,-75.0,14.0,876300730000.0
795,-75.0,15.0,848174055000.0
796,-75.0,16.0,822923297000.0
797,-75.0,17.0,800354009000.0
798,-75.0,18.0,780258443000.0
799,-75.0,19.0,762427146000.0
800,-74.0,-30.0,1448840530000.0
801,-74.0,-29.0,1480656810000.0
802,-74.0,-28.0,1501960470000.0
803,-74.0,-27.0,1509662130000.0
804,-74.0,-26.0,1501105490000.0
805,-74.0,-25.0,1474607970000.0
806,-74.0,-24.0,1430019510000.0
807,-74.0,-23.0,1369072210000.0
808,-74.0,-22.0,1295412100000.0
809,-74.0,-21.0,1214200680000.0
810,-74.0,-20.0,1131389910000.0
811,-74.0,-19.0,1052856290000.0
812,-74.0,-18.0,983677600000.0
813,-74.0,-17.0,927706186000.0
814,-74.0,-16.0,887487332000.0
815,-74.0,-15.0,864439501000.0
816,-74.0,-14.0,859103363000.0
817,-74.0,-13.0,871353352000.0
818,-74.0,-12.0,894238786000.0
819,-74.0,-11.0,939022483000.0
820,-74.0,-10.0,997213012000.0
821,-74.0,-9.0,1065767400000.0
822,-74.0,-8.0,1140746490000.0
823,-74.0,-7.0,1217516010000.0
824,-74.0,-6.0,1291137190000.0
825,-74.0,-5.0,1356876480000.0
826,-74.0,-4.0,1410712080000.0
827,-74.0,-3.0,1449725530000.0
828,-74.0,-2.0,1472309360000.0
829,-74.0,-1.0,1478166320000.0
830,-74.0,0.0,1468141400000.0
831,-74.0,1.0,1443881030000.0
832,-74.0,2.0,1408460390000.0
833,-74.0,3.0,1365457760000.0
834,-74.0,4.0,1317495770000.0
835,-74.0,5.0,1266807600000.0
836,-74.0,6.0,1215210060000.0
837,-74.0,7.0,1164120560000.0
838,-74.0,8.0,1114596180000.0
839,-74.0,9.0,1067388900000.0
840,-74.0,10.0,1022994020000.0
841,-74.0,11.0,981705425000.0
842,-74.0,12.0,943659090000.0
843,-74.0,13.0,906156114000.0
844,-74.0,14.0,874490429000.0
845,-74.0,15.0,845895107000.0
846,-74.0,16.0,820201325000.0
847,-74.0,17.0,797213917000.0
848,-74.0,18.0,776727495000.0
849,-74.0,19.0,758530900000.0
850,-73.0,-30.0,1440385990000.0
851,-73.0,-29.0,1473149270000.0
852,-73.0,-28.0,1496034180000.0
853,-73.0,-27.0,1505926970000.0
854,-73.0,-26.0,1500075260000.0
855,-73.0,-25.0,1476619140000.0
856,-73.0,-24.0,1435146260000.0
857,-73.0,-23.0,1377093030000.0
858,-73.0,-22.0,1305819350000.0
859,-73.0,-21.0,1226274500000.0
860,-73.0,-20.0,1144300770000.0
861,-73.0,-19.0,1065789230000.0
862,-73.0,-18.0,995916841000.0
863,-73.0,-17.0,938687726000.0
864,-73.0,-16.0,896810484000.0
865,-73.0,-15.0,871834911000.0
866,-73.0,-14.0,864407847000.0
867,-73.0,-13.0,874478109000.0
868,-73.0,-12.0,895106154000.0
869,-73.0,-11.0,937770877000.0
870,-73.0,-10.0,994014331000.0
871,-73.0,-9.0,1060919570000.0
872,-73.0,-8.0,1134669200000.0
873,-73.0,-7.0,1210729230000.0
874,-73.0,-6.0,1284212790000.0
875,-73.0,-5.0,1350372290000.0
876,-73.0,-4.0,1405106910000.0
877,-73.0,-3.0,1445371580000.0
878,-73.0,-2.0,1469407170000.0
879,-73.0,-1.0,1476770000000.0
880,-73.0,0.0,1468185710000.0
881,-73.0,1.0,1445235000000.0
882,-73.0,2.0,1410791110000.0
883,-73.0,3.0,1368445680000.0
884,-73.0,4.0,1320839680000.0
885,-73.0,5.0,1270242870000.0
886,-73.0,6.0,1218518710000.0
887,-73.0,7.0,1167131930000.0
888,-73.0,8.0,1117185380000.0
889,-73.0,9.0,1069468350000.0
890,-73.0,10.0,1024510530000.0
891,-73.0,11.0,982631121000.0
892,-73.0,12.0,943986442000.0
893,-73.0,13.0,905907798000.0
894,-73.0,14.0,873669460000.0
895,-73.0,15.0,844527108000.0
896,-73.0,16.0,818314150000.0
897,-73.0,17.0,794838630000.0
898,-73.0,18.0,773895094000.0
899,-73.0,19.0,755272188000.0
900,-72.0,-30.0,1431035840000.0
901,-72.0,-29.0,1464778880000.0
902,-72.0,-28.0,1489343350000.0
903,-72.0,-27.0,1501600550000.0
904,-72.0,-26.0,1498702680000.0
905,-72.0,-25.0,1478599380000.0
906,-72.0,-24.0,1440595440000.0
907,-72.0,-23.0,1385792140000.0
908,-72.0,-22.0,1317218290000.0
909,-72.0,-21.0,1239564290000.0
910,-72.0,-20.0,1158537670000.0
911,-72.0,-19.0,1080022990000.0
912,-72.0,-18.0,1009309450000.0
913,-72.0,-17.0,950572286000.0
914,-72.0,-16.0,906704257000.0
915,-72.0,-15.0,879420244000.0
916,-72.0,-14.0,869491999000.0
917,-72.0,-13.0,876972081000.0
918,-72.0,-12.0,894939496000.0
919,-72.0,-11.0,935109263000.0
920,-72.0,-10.0,989082354000.0
921,-72.0,-9.0,1054084560000.0
922,-72.0,-8.0,1126445610000.0
923,-72.0,-7.0,1201750800000.0
924,-72.0,-6.0,1275176030000.0
925,-72.0,-5.0,1341957340000.0
926,-72.0,-4.0,1397900840000.0
927,-72.0,-3.0,1439807700000.0
928,-72.0,-2.0,1465735580000.0
929,-72.0,-1.0,1475060430000.0
930,-72.0,0.0,1468356360000.0
931,-72.0,1.0,1447118640000.0
932,-72.0,2.0,1413976030000.0
933,-72.0,3.0,1372533420000.0
934,-72.0,4.0,1325459050000.0
935,-72.0,5.0,1275067370000.0
936,-72.0,6.0,1223276490000.0
937,-72.0,7.0,1171608440000.0
938,-72.0,8.0,1121221210000.0
939,-72.0,9.0,1072951530000.0
940,-72.0,10.0,1027368480000.0
941,-72.0,11.0,984824807000.0
942,-72.0,12.0,945500848000.0
943,-72.0,13.0,906769007000.0
944,-72.0,14.0,873876161000.0
945,-72.0,15.0,844104663000.0
946,-72.0,16.0,817294475000.0
947,-72.0,17.0,793256657000.0
948,-72.0,18.0,771787194000.0
949,-72.0,19.0,752674406000.0
950,-71.0,-30.0,1420655200000.0
951,-71.0,-29.0,1455474340000.0
952,-71.0,-28.0,1481777610000.0
953,-71.0,-27.0,1496536190000.0
954,-71.0,-26.0,1496812620000.0
955,-71.0,-25.0,1480356660000.0
956,-71.0,-24.0,1446174920000.0
957,-71.0,-23.0,1394994320000.0
958,-71.0,-22.0,1329469190000.0
959,-71.0,-21.0,1253987710000.0
960,-71.0,-20.0,1174064200000.0
961,-71.0,-19.0,1095576130000.0
962,-71.0,-18.0,1023916050000.0
963,-71.0,-17.0,963449324000.0
964,-71.0,-16.0,917281898000.0
965,-71.0,-15.0,887319364000.0
966,-71.0,-14.0,874487218000.0
967,-71.0,-13.0,878962737000.0
968,-71.0,-12.0,893854614000.0
969,-71.0,-11.0,931138896000.0
970,-71.0,-10.0,982492447000.0
971,-71.0,-9.0,1045302940000.0
972,-71.0,-8.0,1116074280000.0
973,-71.0,-7.0,1190533400000.0
974,-71.0,-6.0,1263930570000.0
975,-71.0,-5.0,1331492290000.0
976,-71.0,-4.0,1388919780000.0
977,-71.0,-3.0,1432840040000.0
978,-71.0,-2.0,1461095500000.0
979,-71.0,-1.0,1472845190000.0
980,-71.0,0.0,1468477730000.0
981,-71.0,1.0,1449367570000.0
982,-71.0,2.0,1417898890000.0
983,-71.0,3.0,1377639330000.0
984,-71.0,4.0,1331303150000.0
985,-71.0,5.0,1281255540000.0
986,-71.0,6.0,1229478560000.0
987,-71.0,7.0,1177562120000.0
988,-71.0,8.0,1126727680000.0
989,-71.0,9.0,1077869540000.0
990,-71.0,10.0,1031604860000.0
991,-71.0,11.0,988324626000.0
992,-71.0,12.0,948241695000.0
993,-71.0,13.0,908779782000.0
994,-71.0,14.0,875145789000.0
995,-71.0,15.0,844661588000.0
996,-71.0,16.0,817173299000.0
997,-71.0,17.0,792497029000.0
998,-71.0,18.0,770429223000.0
999,-71.0,19.0,750758593000.0
1000,-70.0,-30.0,1409168970000.0
1001,-70.0,-29.0,1445174970000.0
1002,-70.0,-28.0,1473224380000.0
1003,-70.0,-27.0,1490579360000.0
1004,-70.0,-26.0,1494210840000.0
1005,-70.0,-25.0,1481674720000.0
1006,-70.0,-24.0,1451659760000.0
1007,-70.0,-23.0,1404492450000.0
1008,-70.0,-22.0,1342399050000.0
1009,-70.0,-21.0,1269410430000.0
1010,-70.0,-20.0,1190825950000.0
1011,-70.0,-19.0,1112457740000.0
1012,-70.0,-18.0,1039801840000.0
1013,-70.0,-17.0,977428611000.0
1014,-70.0,-16.0,928682541000.0
1015,-70.0,-15.0,895687983000.0
1016,-70.0,-14.0,879556100000.0
1017,-70.0,-13.0,880606118000.0
1018,-70.0,-12.0,892006498000.0
1019,-70.0,-11.0,926000480000.0
1020,-70.0,-10.0,974355890000.0
1021,-70.0,-9.0,1034649990000.0
1022,-70.0,-8.0,1103582330000.0
1023,-70.0,-7.0,1177044780000.0
1024,-70.0,-6.0,1250385720000.0
1025,-70.0,-5.0,1318828510000.0
1026,-70.0,-4.0,1377970420000.0
1027,-70.0,-3.0,1424244470000.0
1028,-70.0,-2.0,1455248240000.0
1029,-70.0,-1.0,1469887410000.0
1030,-70.0,0.0,1468327660000.0
1031,-70.0,1.0,1451785980000.0
1032,-70.0,2.0,1422404880000.0
1033,-70.0,3.0,1383645710000.0
1034,-70.0,4.0,1338291000000.0
1035,-70.0,5.0,1288759020000.0
1036,-70.0,6.0,1237103670000.0
1037,-70.0,7.0,1184992070000.0
1038,-70.0,8.0,1133719850000.0
1039,-70.0,9.0,1084247830000.0
1040,-70.0,10.0,1037251580000.0
1041,-70.0,11.0,993168261000.0
1042,-70.0,12.0,952247190000.0
1043,-70.0,13.0,911978660000.0
1044,-70.0,14.0,877516620000.0
1045,-70.0,15.0,846232224000.0
1046,-70.0,16.0,817982145000.0
1047,-70.0,17.0,792586355000.0
1048,-70.0,18.0,769844642000.0
1049,-70.0,19.0,749546439000.0
1050,-69.0,-30.0,1396525110000.0
1051,-69.0,-29.0,1433785860000.0
1052,-69.0,-28.0,1463579050000.0
1053,-69.0,-27.0,1483571990000.0
1054,-69.0,-26.0,1490694960000.0
1055,-69.0,-25.0,1482313960000.0
1056,-69.0,-24.0,1456795810000.0
1057,-69.0,-23.0,1414037770000.0
1058,-69.0,-22.0,1355800770000.0
1059,-69.0,-21.0,1285691020000.0
1060,-69.0,-20.0,1208739950000.0
1061,-69.0,-19.0,1130658140000.0
1062,-69.0,-18.0,1057029290000.0
1063,-69.0,-17.0,992626278000.0
1064,-69.0,-16.0,941058687000.0
1065,-69.0,-15.0,904708686000.0
1066,-69.0,-14.0,884895384000.0
1067,-69.0,-13.0,882108400000.0
1068,-69.0,-12.0,889594446000.0
1069,-69.0,-11.0,919874765000.0
1070,-69.0,-10.0,964828201000.0
1071,-69.0,-9.0,1022243700000.0
1072,-69.0,-8.0,1089032490000.0
1073,-69.0,-7.0,1161282450000.0
1074,-69.0,-6.0,1234465850000.0
1075,-69.0,-5.0,1303821420000.0
1076,-69.0,-4.0,1364847230000.0
1077,-69.0,-3.0,1413770120000.0
1078,-69.0,-2.0,1447917910000.0
1079,-69.0,-1.0,1465906630000.0
1080,-69.0,0.0,1467638610000.0
1081,-69.0,1.0,1454129680000.0
1082,-69.0,2.0,1427292030000.0
1083,-69.0,3.0,1390396310000.0
1084,-69.0,4.0,1346308540000.0
1085,-69.0,5.0,1297501650000.0
1086,-69.0,6.0,1246107660000.0
1087,-69.0,7.0,1193880720000.0
1088,-69.0,8.0,1142199550000.0
1089,-69.0,9.0,1092104360000.0
1090,-69.0,10.0,1044336540000.0
1091,-69.0,11.0,999388414000.0
1092,-69.0,12.0,957553705000.0
1093,-69.0,13.0,916401881000.0
1094,-69.0,14.0,881024106000.0
1095,-69.0,15.0,848851108000.0
1096,-69.0,16.0,819751158000.0
1097,-69.0,17.0,793552552000.0
1098,-69.0,18.0,770056651000.0
1099,-69.0,19.0,749056164000.0
1100,-68.0,-30.0,1382683250000.0
1101,-68.0,-29.0,1421143440000.0
1102,-68.0,-28.0,1452751320000.0
1103,-68.0,-27.0,1475359410000.0
1104,-68.0,-26.0,1486053700000.0
1105,-68.0,-25.0,1482017210000.0
1106,-68.0,-24.0,1461297740000.0
1107,-68.0,-23.0,1423347550000.0
1108,-68.0,-22.0,1369411160000.0
1109,-68.0,-21.0,1302629320000.0
1110,-68.0,-20.0,1227684320000.0
1111,-68.0,-19.0,1150142640000.0
1112,-68.0,-18.0,1075640860000.0
1113,-68.0,-17.0,1009157540000.0
1114,-68.0,-16.0,954584728000.0
1115,-68.0,-15.0,914588631000.0
1116,-68.0,-14.0,890734379000.0
1117,-68.0,-13.0,883706692000.0
1118,-68.0,-12.0,886855434000.0
1119,-68.0,-11.0,912990798000.0
1120,-68.0,-10.0,954116997000.0
1121,-68.0,-9.0,1008243110000.0
1122,-68.0,-8.0,1072527250000.0
1123,-68.0,-7.0,1143277880000.0
1124,-68.0,-6.0,1216119960000.0
1125,-68.0,-5.0,1286337860000.0
1126,-68.0,-4.0,1349340230000.0
1127,-68.0,-3.0,1401148800000.0
1128,-68.0,-2.0,1438798180000.0
1129,-68.0,-1.0,1460581430000.0
1130,-68.0,0.0,1466093930000.0
1131,-68.0,1.0,1456107420000.0
1132,-68.0,2.0,1432309730000.0
1133,-68.0,3.0,1397688890000.0
1134,-68.0,4.0,1355201900000.0
1135,-68.0,5.0,1307374910000.0
1136,-68.0,6.0,1256421720000.0
1137,-68.0,7.0,1204190050000.0
1138,-68.0,8.0,1152155390000.0
1139,-68.0,9.0,1101445600000.0
1140,-68.0,10.0,1052878900000.0
1141,-68.0,11.0,1007013460000.0
1142,-68.0,12.0,964193616000.0
1143,-68.0,13.0,922085556000.0
1144,-68.0,14.0,885703049000.0
1145,-68.0,15.0,852550353000.0
1146,-68.0,16.0,822510682000.0
1147,-68.0,17.0,795420721000.0
1148,-68.0,18.0,771088056000.0
1149,-68.0,19.0,749305201000.0
1150,-67.0,-30.0,1367621760000.0
1151,-67.0,-29.0,1407186240000.0
1152,-67.0,-28.0,1440672120000.0
1153,-67.0,-27.0,1465801900000.0
1154,-67.0,-26.0,1480077870000.0
1155,-67.0,-25.0,1480517620000.0
1156,-67.0,-24.0,1464857260000.0
1157,-67.0,-23.0,1432091890000.0
1158,-67.0,-22.0,1382930320000.0
1159,-67.0,-21.0,1319972370000.0
1160,-67.0,-20.0,1247489690000.0
1161,-67.0,-19.0,1170837600000.0
1162,-67.0,-18.0,1095660210000.0
1163,-67.0,-17.0,1027131570000.0
1164,-67.0,-16.0,969436234000.0
1165,-67.0,-15.0,925550510000.0
1166,-67.0,-14.0,897329332000.0
1167,-67.0,-13.0,885673427000.0
1168,-67.0,-12.0,884067467000.0
1169,-67.0,-11.0,905618063000.0
1170,-67.0,-10.0,942467187000.0
1171,-67.0,-9.0,992861880000.0
1172,-67.0,-8.0,1054224220000.0
1173,-67.0,-7.0,1123109310000.0
1174,-67.0,-6.0,1195336270000.0
1175,-67.0,-5.0,1266267850000.0
1176,-67.0,-4.0,1331250590000.0
1177,-67.0,-3.0,1386103700000.0
1178,-67.0,-2.0,1427559280000.0
1179,-67.0,-1.0,1453553750000.0
1180,-67.0,0.0,1463334210000.0
1181,-67.0,1.0,1457377900000.0
1182,-67.0,2.0,1437152710000.0
1183,-67.0,3.0,1405271150000.0
1184,-67.0,4.0,1364774490000.0
1185,-67.0,5.0,1318232920000.0
1186,-67.0,6.0,1267944910000.0
1187,-67.0,7.0,1215859000000.0
1188,-67.0,8.0,1163555640000.0
1189,-67.0,9.0,1112262970000.0
1190,-67.0,10.0,1062888210000.0
1191,-67.0,11.0,1016063590000.0
1192,-67.0,12.0,972194775000.0
1193,-67.0,13.0,929060487000.0
1194,-67.0,14.0,891583857000.0
1195,-67.0,15.0,857359647000.0
1196,-67.0,16.0,826287063000.0
1197,-67.0,17.0,798214390000.0
1198,-67.0,18.0,772957209000.0
1199,-67.0,19.0,750309212000.0
1200,-66.0,-30.0,1351338690000.0
1201,-66.0,-29.0,1391878730000.0
1202,-66.0,-28.0,1427153880000.0
1203,-66.0,-27.0,1454785300000.0
1204,-66.0,-26.0,1472572560000.0
1205,-66.0,-25.0,1477547790000.0
1206,-66.0,-24.0,1467150370000.0
1207,-66.0,-23.0,1439925140000.0
1208,-66.0,-22.0,1396008160000.0
1209,-66.0,-21.0,1337416220000.0
1210,-66.0,-20.0,1267930760000.0
1211,-66.0,-19.0,1192617310000.0
1212,-66.0,-18.0,1117071340000.0
1213,-66.0,-17.0,1046631810000.0
1214,-66.0,-16.0,985772786000.0
1215,-66.0,-15.0,937823502000.0
1216,-66.0,-14.0,904947302000.0
1217,-66.0,-13.0,888306794000.0
1218,-66.0,-12.0,881540923000.0
1219,-66.0,-11.0,898067857000.0
1220,-66.0,-10.0,930176696000.0
1221,-66.0,-9.0,976364306000.0
1222,-66.0,-8.0,1034329130000.0
1223,-66.0,-7.0,1100910170000.0
1224,-66.0,-6.0,1172153830000.0
1225,-66.0,-5.0,1243544420000.0
1226,-66.0,-4.0,1310401760000.0
1227,-66.0,-3.0,1368365070000.0
1228,-66.0,-2.0,1413858070000.0
1229,-66.0,-1.0,1444436510000.0
1230,-66.0,0.0,1458957060000.0
1231,-66.0,1.0,1457551570000.0
1232,-66.0,2.0,1441441380000.0
1233,-66.0,3.0,1412835570000.0
1234,-66.0,4.0,1374776460000.0
1235,-66.0,5.0,1329884820000.0
1236,-66.0,6.0,1280538710000.0
1237,-66.0,7.0,1228793580000.0
1238,-66.0,8.0,1176344990000.0
1239,-66.0,9.0,1124530650000.0
1240,-66.0,10.0,1074358520000.0
1241,-66.0,11.0,1026548240000.0
1242,-66.0,12.0,981575991000.0
1243,-66.0,13.0,937350070000.0
1244,-66.0,14.0,898694840000.0
1245,-66.0,15.0,863305531000.0
1246,-66.0,16.0,831104483000.0
1247,-66.0,17.0,801954922000.0
1248,-66.0,18.0,775680492000.0
1249,-66.0,19.0,752080847000.0
1250,-65.0,-30.0,1333855260000.0
1251,-65.0,-29.0,1375209260000.0
1252,-65.0,-28.0,1412106940000.0
1253,-65.0,-27.0,1442244850000.0
1254,-65.0,-26.0,1463369070000.0
1255,-65.0,-25.0,1472850950000.0
1256,-65.0,-24.0,1467848590000.0
1257,-65.0,-23.0,1446463540000.0
1258,-65.0,-22.0,1408254210000.0
1259,-65.0,-21.0,1354598580000.0
1260,-65.0,-20.0,1288715890000.0
1261,-65.0,-19.0,1215295780000.0
1262,-65.0,-18.0,1139806040000.0
1263,-65.0,-17.0,1067701700000.0
1264,-65.0,-16.0,1003748790000.0
1265,-65.0,-15.0,951633707000.0
1266,-65.0,-14.0,913870815000.0
1267,-65.0,-13.0,891928510000.0
1268,-65.0,-12.0,879619080000.0
1269,-65.0,-11.0,890682933000.0
1270,-65.0,-10.0,917587231000.0
1271,-65.0,-9.0,959067783000.0
1272,-65.0,-8.0,1013114730000.0
1273,-65.0,-7.0,1076877920000.0
1274,-65.0,-6.0,1146671730000.0
1275,-65.0,-5.0,1218152500000.0
1276,-65.0,-4.0,1286659770000.0
1277,-65.0,-3.0,1347685190000.0
1278,-65.0,-2.0,1397354140000.0
1279,-65.0,-1.0,1432825890000.0
1280,-65.0,0.0,1452527450000.0
1281,-65.0,1.0,1456193930000.0
1282,-65.0,2.0,1444733260000.0
1283,-65.0,3.0,1420015700000.0
1284,-65.0,4.0,1384904260000.0
1285,-65.0,5.0,1342089990000.0
1286,-65.0,6.0,1294023390000.0
1287,-65.0,7.0,1242867300000.0
1288,-65.0,8.0,1190439290000.0
1289,-65.0,9.0,1138199490000.0
1290,-65.0,10.0,1087268850000.0
1291,-65.0,11.0,1038465040000.0
1292,-65.0,12.0,992347226000.0
1293,-65.0,13.0,946973114000.0
1294,-65.0,14.0,907055727000.0
1295,-65.0,15.0,870409306000.0
1296,-65.0,16.0,836983128000.0
1297,-65.0,17.0,806659097000.0
1298,-65.0,18.0,779272389000.0
1299,-65.0,19.0,754629280000.0
1300,-64.0,-30.0,1315219440000.0
1301,-64.0,-29.0,1357197340000.0
1302,-64.0,-28.0,1395511390000.0
1303,-64.0,-27.0,1428020530000.0
1304,-64.0,-26.0,1452341330000.0
1305,-64.0,-25.0,1466198920000.0
1306,-64.0,-24.0,1466629620000.0
1307,-64.0,-23.0,1451317400000.0
1308,-64.0,-22.0,1419241190000.0
1309,-64.0,-21.0,1371104220000.0
1310,-64.0,-20.0,1309489500000.0
1311,-64.0,-19.0,1238613230000.0
1312,-64.0,-18.0,1163729310000.0
1313,-64.0,-17.0,1090340780000.0
1314,-64.0,-16.0,1023475380000.0
1315,-64.0,-15.0,967190053000.0
1316,-64.0,-14.0,924384166000.0
1317,-64.0,-13.0,896865075000.0
1318,-64.0,-12.0,878665073000.0
1319,-64.0,-11.0,883848708000.0
1320,-64.0,-10.0,905080013000.0
1321,-64.0,-9.0,941336363000.0
1322,-64.0,-8.0,990908973000.0
1323,-64.0,-7.0,1051277720000.0
1324,-64.0,-6.0,1119065340000.0
1325,-64.0,-5.0,1190150010000.0
1326,-64.0,-4.0,1259950960000.0
1327,-64.0,-3.0,1323859570000.0
1328,-64.0,-2.0,1377727680000.0
1329,-64.0,-1.0,1418314650000.0
1330,-64.0,0.0,1443586640000.0
1331,-64.0,1.0,1452831280000.0
1332,-64.0,2.0,1446578090000.0
1333,-64.0,3.0,1426383440000.0
1334,-64.0,4.0,1394792860000.0
1335,-64.0,5.0,1354551260000.0
1336,-64.0,6.0,1308167370000.0
1337,-64.0,7.0,1257908730000.0
1338,-64.0,8.0,1205719660000.0
1339,-64.0,9.0,1153192820000.0
1340,-64.0,10.0,1101574570000.0
1341,-64.0,11.0,1051794280000.0
1342,-64.0,12.0,1004506450000.0
1343,-64.0,13.0,957938270000.0
1344,-64.0,14.0,916681654000.0
1345,-64.0,15.0,878687879000.0
1346,-64.0,16.0,843939971000.0
1347,-64.0,17.0,812342706000.0
1348,-64.0,18.0,783746138000.0
1349,-64.0,19.0,757965521000.0
1350,-63.0,-30.0,1295504640000.0
1351,-63.0,-29.0,1337894110000.0
1352,-63.0,-28.0,1377384920000.0
1353,-63.0,-27.0,1412007720000.0
1354,-63.0,-26.0,1439435720000.0
1355,-63.0,-25.0,1457407390000.0
1356,-63.0,-24.0,1463200780000.0
1357,-63.0,-23.0,1454100710000.0
1358,-63.0,-22.0,1428518730000.0
1359,-63.0,-21.0,1386466120000.0
1360,-63.0,-20.0,1329821120000.0
1361,-63.0,-19.0,1262230830000.0
1362,-63.0,-18.0,1188626170000.0
1363,-63.0,-17.0,1114471660000.0
1364,-63.0,-16.0,1045011370000.0
1365,-63.0,-15.0,984666604000.0
1366,-63.0,-14.0,936749040000.0
1367,-63.0,-13.0,903444890000.0
1368,-63.0,-12.0,879041053000.0
1369,-63.0,-11.0,877971243000.0
1370,-63.0,-10.0,893070148000.0
1371,-63.0,-9.0,923586462000.0
1372,-63.0,-8.0,968108343000.0
1373,-63.0,-7.0,1024453840000.0
1374,-63.0,-6.0,1089591710000.0
1375,-63.0,-5.0,1159680230000.0
1376,-63.0,-4.0,1230281510000.0
1377,-63.0,-3.0,1296747590000.0
1378,-63.0,-2.0,1354701860000.0
1379,-63.0,-1.0,1400513890000.0
1380,-63.0,0.0,1431669830000.0
1381,-63.0,1.0,1446960960000.0
1382,-63.0,2.0,1446479270000.0
1383,-63.0,3.0,1431443600000.0
1384,-63.0,4.0,1404013120000.0
1385,-63.0,5.0,1366910570000.0
1386,-63.0,6.0,1322685040000.0
1387,-63.0,7.0,1273699370000.0
1388,-63.0,8.0,1222027380000.0
1389,-63.0,9.0,1169401710000.0
1390,-63.0,10.0,1117205820000.0
1391,-63.0,11.0,1066495970000.0
1392,-63.0,12.0,1018034450000.0
1393,-63.0,13.0,970240623000.0
1394,-63.0,14.0,927578194000.0
1395,-63.0,15.0,888152457000.0
1396,-63.0,16.0,851987726000.0
1397,-63.0,17.0,819018269000.0
1398,-63.0,18.0,789113012000.0
1399,-63.0,19.0,762098614000.0
1400,-62.0,-30.0,1274811650000.0
1401,-62.0,-29.0,1317383700000.0
1402,-62.0,-28.0,1357784020000.0
1403,-62.0,-27.0,1394222830000.0
1404,-62.0,-26.0,1424540170000.0
1405,-62.0,-25.0,1446357500000.0
1406,-62.0,-24.0,1457313150000.0
1407,-62.0,-23.0,1454447390000.0
1408,-62.0,-22.0,1435632400000.0
1409,-62.0,-21.0,1400181490000.0
1410,-62.0,-20.0,1349218730000.0
1411,-62.0,-19.0,1285724960000.0
1412,-62.0,-18.0,1214187700000.0
1413,-62.0,-17.0,1139933450000.0
1414,-62.0,-16.0,1068345200000.0
1415,-62.0,-15.0,1004187090000.0
1416,-62.0,-14.0,951198155000.0
1417,-62.0,-13.0,911982068000.0
1418,-62.0,-12.0,881133617000.0
1419,-62.0,-11.0,873456992000.0
1420,-62.0,-10.0,882004656000.0
1421,-62.0,-9.0,906270540000.0
1422,-62.0,-8.0,945152721000.0
1423,-62.0,-7.0,996815405000.0
1424,-62.0,-6.0,1058595800000.0
1425,-62.0,-5.0,1126982480000.0
1426,-62.0,-4.0,1197753370000.0
